dateadded,dateupdated,uuid,url,name,description,documentation,license,maintainer,provider,areaServed,startDate,endDate,organisation,typeof
24/08/2020,26/08/2020,1110106,,Import Control System,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110107,,National Export System,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110108,,New Computerised Transit System,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110109,,VAT and EC Sales List Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110110,,Estate Registration Service,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110111,,Income Tax (MTD) end-to-end service guide,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110112,,Agent Authorisation,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110113,,Business Details (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110114,,Business Income Source Summary (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110115,,Business Source Adjustable Summary (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110116,,CIS Deductions (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110117,,Individual Calculations (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110118,,Individual Losses (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110119,,Obligations (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110120,,Self Assessment (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110121,,Self Assessment Accounts (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110122,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110123,,Lifetime ISA,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110124,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110125,,National Insurance,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110126,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110127,,National Insurance Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110128,,Individual PAYE,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110129,,Marriage Allowance,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110130,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110131,,Individual PAYE Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110132,,Marriage Allowance Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110133,,Employment intermediaries,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110134,,PAYE Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110135,,Real Time Information online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110136,,Pension Schemes Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110137,,Relief At Source,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110138,,Self Assessment end-to-end service guide,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110139,,Individual Benefits,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110140,,Individual Employment,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110141,,Individual Income,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110142,,Individual PAYE,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110143,,Individual Tax,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110144,,Marriage Allowance,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110145,,National Insurance,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110146,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110147,,Individual PAYE Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110148,,Marriage Allowance Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110149,,National Insurance Test Support,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110150,,Self Assessment Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110151,,Stamp Taxes Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110152,,Trust Registration Service,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110153,,VAT (MTD) end-to-end service guide,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110154,,VAT (MTD),,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110155,,Create Test User,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110156,,Test Fraud Prevention Headers,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110157,,VAT and EC Sales List Online,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110158,,Push Pull Notifications,,,,,HMRC,,,,HM Revenue & Customs,central
24/08/2020,26/08/2020,1110159,,Automatic Exchange of Information,,,,,HMRC,,,,HM Revenue & Customs,central
28/08/2020,01/09/2020,1110160,,Address Lookup,"DWP single, strategic solution for looking up addresses including fuzzy search and UPRN.",,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110161,,Award Details,Details the amount of benefit awarded to a person within a specified period of time.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110162,,Bank Wizard,Verifies and validates bank account details.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110163,,Calculate Earnings,Carries out calculation for claimants DWP has an active earning interest for.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110164,,Calculate Earnings by Payday,Allows to determine which earning records are to be excluded or included in calculations for a claimant.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110165,,Citizen Address ,Details all current (and optionally historic) address linked to a person.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110166,,Citizen Claims,"Provides a list of claims (and where relevant, which components) a person is entitled to.",,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110167,,Close Records,Allows for the closure of document records.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110168,,Contact Details Verification,Verifies if there is a match between the supplied details and DWP records.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110169,,Copy Document References,Allows for the copying of documents to a target benefit area.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110170,,Document Citizen Claims,Document information related to a Citizen's claim.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110171,,Document Upload,Allows for the upload of a document and its metadata.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110172,,FINDr Matching Service,Identifies the correct service identifier for a given set of biographic data.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110173,,Get Case Status,Retrieves a range of case details relating to a claimant record.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110174,,Get Citizen Income Information API,Retrieves current and historical information regarding a Citizens income.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110175,,Get Communications,Retrieves communication list with a customer about his/her PIP.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110176,,Get Determination Decision,Retrieves decision details for all cases related to a PIP claim.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110177,,Get Entitlement,Retrieves the benefit award details related to a PIP claim.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110178,,Get Interest Details,Allows users to update a citizen's interest record.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110179,,Get Medical Details,Retrieves a range of medical details for a person.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110180,,Get Payment Details,Retrieves  payment details related to a claimant record.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110181,,Get Personal Details,Retrieves a range of personal details for a person.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110182,,Get Tasks,Retrieves all tasks listed against a claimant's record.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110183,,Include Exclude Earnings,Allows to determine which earning records are to be excluded or included in calculations for a claimant.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110184,,Manage Earnings Threshold,Allows to set and update different earnings thresholds for for a claimant.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110185,,Manage Interests,"Allows to set, unset and query an interest for a claimant.",,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110186,,Maintain Interest Details,Allows users to update a citizen's interest record.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110187,,Multiple Document Metadata Update,Allows for metadata update for multiple documents.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110188,,NHS Charge Exemption,Checks if a citizen is eligible for free prescriptions.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110189,,Payment Dates,Payment Dates provides regional calendar information required for banking and in particular when sending payments.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110190,,Register External Content,Allows for the registration of external content and its metadata.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110191,,Rescan,Allows for the submission of a rescan request for a document.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110192,,Retrieve Metadata,Allows to request metadata for a document.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110193,,Search,Allows to search for a document in the Document Repository System.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110194,,Self Reported Earnings,"Allows to view earnings data, within the supplied date period, for a claimant.",,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110195,,Update Metadata,Allows to update metadata for a document in the Document Repository System.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110196,,Update Retention Date,Allows to apply or lift a hold on closed document records in the Document Repository System.,,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
28/08/2020,01/09/2020,1110197,,View Earnings,"Allows to view earnings data, within the supplied date period, for a claimant.",,ISC,DWP,DWP,Digital,,,Department of Work and Pensions,central
08/01/2020,24/08/2020,1110198,https://ndws9fa08d.execute-api.eu-west-2.amazonaws.com/production/api/v1/addresses/,Addresses,"We will use Addresses API when developing applications and services for the London Borough of Hackney. This ensures consistency and enables the linking of data across the organisation (via the Unique Property Reference Number). This API provides a limited interface to Hackney's Local Land and Property Gazetteer and to the National Address Gazetteer./n/nWe have built Developer API Hub for anyone who is interested to build, use or expand Hackney’s APIs.It serves as a central repository for all APIs built for Hackney services. The hub also mentions if a given API is compliant with [Hackney Playbook standards](https://github.com/LBHackney-IT/API-Playbook-v2-beta).\n\n[API Hub](https://developer.api.hackney.gov.uk/api/addresses_api)\n\n[Github](https://github.com/LBHackney-IT/HackneyAddressesAPI)",https://developer.api.hackney.gov.uk/api/addresses_api,,,Hackney,Hackney,,,London Borough of Hackney,local
08/01/2020,24/08/2020,1110199,https://webservices.esd.org.uk/,Inform Plus,Access to 1 billion+ metric values for English areas drawn from approximately 50 organisations publishing metrics that describe local authorities and their component areas.\n\nThe API also supports queries on the taxonomies and mappings published at [https://standards.esd.org.uk/](https://standards.esd.org.uk/),https://api.esd.org.uk/,,,LG,,,,Local Government Association,local
08/01/2020,24/08/2020,1110200,https://www.westberks.gov.uk/webservices/open311.asmx,GeoReport,To raise new requests for service to West Berkshire Council for highways and countryside related issues.,http://wiki.open311.org/GeoReport_v2/,,,West Berkshire,West Berkshire,,,West Berkshire Council,local
